WP_013820083.1	iPC815.YPO1600	83.3	78	12	1	1	77	1	78	1.30e-36	117
WP_013820083.1	iML1515.b1094	82.9	76	12	1	1	75	1	76	1.07e-35	115
WP_013820083.1	iYL1228.KPN_01092	82.9	76	12	1	1	75	1	76	1.07e-35	115
WP_013820083.1	STM_v1_0.STM1196	82.9	76	12	1	1	75	1	76	1.07e-35	115
WP_013820083.1	iSbBS512_1146.SbBS512_E2230	82.9	76	12	1	1	75	1	76	1.07e-35	115
WP_013820083.1	iSDY_1059.SDY_2056	82.9	76	12	1	1	75	1	76	1.07e-35	115
WP_013820083.1	iSF_1195.SF1098	82.9	76	12	1	1	75	1	76	1.07e-35	115
WP_013820083.1	iSSON_1240.SSON_1114	82.9	76	12	1	1	75	1	76	1.07e-35	115
WP_013820083.1	iJN1463.PP_1915	84.2	76	11	1	1	75	1	76	4.36e-35	113
WP_020484117.1	iJN1463.PP_5418	77.8	81	18	0	9	89	3	83	3.30e-38	122
WP_054758177.1	iAF987.Gmet_2776	25.2	246	159	10	7	241	2	233	1.77e-08	53.5
WP_054758181.1	iYL1228.KPN_00674	62.2	863	321	4	1	862	1	859	0.0	1093
WP_054758181.1	STM_v1_0.STM0648	62.0	863	323	4	1	862	1	859	0.0	1093
WP_054758181.1	iSF_1195.SF0639	62.2	863	321	4	1	862	1	859	0.0	1091
WP_054758181.1	iSSON_1240.SSON_0596	62.2	863	321	4	1	862	1	859	0.0	1089
WP_054758181.1	iSDY_1059.SDY_0564	62.2	863	321	4	1	862	1	859	0.0	1088
WP_054758181.1	iSbBS512_1146.SbBS512_E0609	62.0	863	323	4	1	862	1	859	0.0	1086
WP_054758181.1	iJN1463.PP_4794	59.9	867	341	4	1	861	1	866	0.0	1071
WP_054758181.1	iPC815.YPO2610	60.1	863	339	4	1	862	1	859	0.0	1062
WP_054758181.1	iCN718.ABAYE_RS16150	59.5	875	335	8	1	862	6	874	0.0	1016
WP_054758182.1	iJN1463.PP_5315	56.9	51	22	0	5	55	2	52	2.56e-20	74.7
WP_054758182.1	iCN718.ABAYE_RS05795	52.9	51	24	0	5	55	2	52	2.72e-17	72.8
WP_054758182.1	iJN1463.PP_5371	56.9	51	22	0	5	55	2	52	9.60e-17	71.2
WP_054758182.1	iAF987.Gmet_3171	56.5	46	20	0	7	52	4	49	4.65e-18	68.9
WP_054758183.1	iJN1463.PP_1205	60.0	585	213	7	1	580	1	569	2.38e-244	683
WP_054758183.1	iYL1228.KPN_00208	59.4	581	216	6	1	576	1	566	4.38e-240	672
WP_054758183.1	STM_v1_0.STM0242	59.6	579	218	6	1	576	1	566	1.02e-238	669
WP_054758183.1	iCN718.ABAYE_RS03855	59.7	585	217	9	1	581	1	570	1.98e-238	668
WP_054758183.1	iSbBS512_1146.SbBS512_E0188	59.0	581	218	6	1	576	1	566	2.05e-238	668
WP_054758183.1	iSF_1195.SF0185	59.0	581	218	6	1	576	1	566	2.05e-238	668
WP_054758183.1	iSSON_1240.SSON_0208	59.0	581	218	6	1	576	1	566	2.05e-238	668
WP_054758183.1	iSDY_1059.SDY_0213	59.0	581	218	6	1	576	1	566	2.90e-238	668
WP_054758183.1	iPC815.YPO1068	59.0	583	223	4	1	580	1	570	8.28e-238	667
WP_054758184.1	iAF987.Gmet_2999	33.3	87	56	1	39	123	43	129	1.55e-07	50.4
WP_054758184.1	iAF987.Gmet_1919	20.8	125	97	1	4	128	5	127	7.32e-06	45.4
WP_054758186.1	iJN1463.PP_0838	54.6	271	116	2	1	264	1	271	4.40e-102	298
WP_054758187.1	iAF987.Gmet_0872	41.2	374	213	2	1	367	2	375	5.82e-77	241
WP_054758187.1	iCN900.CD630_12790	39.0	374	220	4	2	367	6	379	1.02e-72	231
WP_054758188.1	iML1515.b2528	55.1	107	48	0	1	107	1	107	1.50e-37	122
WP_054758188.1	iSbBS512_1146.SbBS512_E2903	55.1	107	48	0	1	107	3	109	1.59e-37	122
WP_054758188.1	iSDY_1059.SDY_2724	55.1	107	48	0	1	107	1	107	1.50e-37	122
WP_054758188.1	iSF_1195.SF2575	55.1	107	48	0	1	107	1	107	1.50e-37	122
WP_054758188.1	iSSON_1240.SSON_2610	55.1	107	48	0	1	107	1	107	1.50e-37	122
WP_054758188.1	iJN1463.PP_0844	52.3	107	51	0	1	107	1	107	3.02e-37	121
WP_054758190.1	iAM_Pb448.PBANKA_080930	32.6	144	92	2	14	157	69	207	1.77e-18	79.3
